Client,Year,Column_Name,Data_Type,Sample_Value,Unique_Values_Count,Null_Percentage
ABSA,2025,Mental Health/Wellbeing Focus - Relationships/Marriages,object,Building healthy relationships/marriages,1,88.9
ABSA,2025,Mental Health/Wellbeing Focus - Parenting/Childcare,object,Parenting and childcare,1,89.9
ABSA,2025,Mental Health/Wellbeing Focus - Awareness Sessions,object,Increased awareness sessions on mental health issu,1,63.9
ABSA,2025,Mental Health/Wellbeing Focus - Financial Literacy,object,Money matters/Financial coaching and literacy sess,1,72.9
ABSA,2025,Mental Health/Wellbeing Focus - Workplace Relationships,object,Building healthy relationships at work (colleagues,1,82.1
ABSA,2025,Mental Health/Wellbeing Focus - Teens Program,object,Develop a Teens program on contemporary topics,1,96.6
ABSA,2025,Mental Health/Wellbeing Focus - Other,object,WORK LIFE INTEGRATION,51,68.4
ABSA,2025,What would you recommend to the organization to cultivate a healthy work environment that promotes maximum productivity? Please prioritize your suggestions:,object,Urgent,3,7.1
ABSA,2025,"Embrace teamwork among colleagues through employee engagement forums/ sporting activities, team building",object,Not Important.,3,6.8
ABSA,2025,"Initiate family visit days to the office- e.g., during customer service week…",object,Not Important.,3,10.3
ABSA,2025,Improve social support structures among employees/team members,object,Urgent,3,7.2
ABSA,2025,State any other program…,object,LEAVE  DAYS,4,99.6
ABSA,2025,I am interested in the Mental Health Peer Counselling Training Program,object,Yes,2,1.6
ABSA,2025,I am interested in being trained as a wellness champion,object,Yes,2,1.4
ABSA,2025,Did you participate in the 2024 survey?,object,Yes,2,2.4
ABSA,2025,"If you participated in the 2024 survey , what changes have you observed",object,NOT REALLY,177,31.9
ABSA,2025,Any suggestions to include in our next survey?,object,Change your questions,133,7.2
Buhler Limited,2025,Respondent ID,float64,118812188365.0,23,0.0
Buhler Limited,2025,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you",object,I Agree,1,0.0
Buhler Limited,2025,Please select your gender,object,Male,2,0.0
Buhler Limited,2025,Kindly select your age bracket,object,25-39 years,3,0.0
Buhler Limited,2025,Please select your department from the list below,object,Customer Service,3,0.0
Buhler Limited,2025,How would you rate the state of your mental well-being?,object,Very Good,4,0.0
Buhler Limited,2025,How would you rate the current state of your mental well-being?,object,I am OK and coping well,3,0.0
Buhler Limited,2025,"If you need support in Q6 above, please state what support you would need?",object,-,4,78.3
Buhler Limited,2025,Please reflect on the mental Wellness related issues listed below and tick the areas you would like us to address on our regular sessions? (Select more than one if applicable),object,Work/job related stressors,1,26.1
Buhler Limited,2025,Q8 Mental Wellness Issues would like addressed_1_Emotional_intelligence,object,Emotional intelligence,1,43.5
Buhler Limited,2025,Q8 Mental Wellness Issues would like addressed_2_Financial_constraints,object,Financial constraints,1,47.8
Buhler Limited,2025,Q8 Mental Wellness Issues would like addressed_3_Trauma,object,Trauma,1,82.6
Buhler Limited,2025,Q8 Mental Wellness Issues would like addressed_4_Substance_and_Drug_Dependence,object,Substance and Drug Dependence,1,91.3
Buhler Limited,2025,Q8 Mental Wellness Issues would like addressed_5_Relationship_Difficulties,object,Relationship Difficulties,1,78.3
Buhler Limited,2025,Q8 Mental Wellness Issues would like addressed_6_Unresolved_Childhood_Difficulties,object,Unresolved Childhood Difficulties,1,78.3
Buhler Limited,2025,Q8 Mental Wellness Issues would like addressed_7_Anxiety_and_Depression,object,Anxiety and Depression,1,65.2
Buhler Limited,2025,Q8 Mental Wellness Issues would like addressed_8_Other_please_specify,object,SEXUALITY,1,95.7
Buhler Limited,2025,Are you going through a tough emotional situation right now?,object,No,3,0.0
Buhler Limited,2025,"During the past 4 weeks, have you had any problems with your work or daily life due to any emotional problems, such as feeling depressed, sad, or anxious?",object,No,2,0.0
Buhler Limited,2025,"During the past 4 weeks, how often has your mental health affected your ability to get work done?",object,Not so often,3,0.0
Buhler Limited,2025,"During the past two weeks, how often has your mental health affected your relationships?",object,Not at all,3,0.0
Buhler Limited,2025,Have you ever been diagnosed with a mental disorder before?,object,No,2,0.0
Buhler Limited,2025,Have you seen a therapist in the recent past?,object,No,2,0.0
Buhler Limited,2025,Is there a history of mental disorder in your family?,object,No,3,0.0
Buhler Limited,2025,Do you feel content with your relationships and family?,object,Yes,3,0.0
Buhler Limited,2025,When was the last time you were really happy?,object,Few days ago,4,0.0
Buhler Limited,2025,When was the last time you felt good about yourself?,object,Few days ago,4,0.0
Buhler Limited,2025,How often do you feel positive about your life?,object,Always,4,0.0
Buhler Limited,2025,When was the last time you had a positive outlook on life?,object,Few days ago,4,0.0
Buhler Limited,2025,How many hours do you sleep per day?,object,7 - 9,2,0.0
Buhler Limited,2025,How is your quality of sleep?,object,Good,5,0.0
Buhler Limited,2025,How often do you smoke?,object,Never,3,0.0
Buhler Limited,2025,How often do you drink?,object,Once in a few weeks,3,0.0
Buhler Limited,2025,How do you usually cope with the general stresses of life and the mental health challenges that come your way?,object,I seek help from my religious leader,4,0.0
Buhler Limited,2025,Other (please specify),object,Keep calm and hope for the best,2,91.3
Buhler Limited,2025,"What about the amount of social support you receive from your family, friends, etc? When you have the need to talk to someone or go on outings with friends and/or relatives, do you feel there is someone who fulfills these needs?",object,High degree of social support (Much support is eit,4,0.0
Buhler Limited,2025,Have you ever attended a Mental Health Awareness Session?,object,No,2,0.0
Buhler Limited,2025,How would you prefer to receive information and advice about mental health?,object,Online,4,0.0
Buhler Limited,2025,Other (please specify).1,float64,ALL NULL,0,100.0
Buhler Limited,2025,Are you aware of the Employee Assistance Program services offered by Buhler to all its staff and dependents through Minet?,object,No,2,0.0
Buhler Limited,2025,"If yes to Question 29, have you ever accessed the service?",object,No,2,60.9
Buhler Limited,2025,"If no, please state the reason.",object,Never felt important.,4,82.6
Buhler Limited,2025,Would you like us to link you or your dependents to our professional counselors for support?,object,Yes,2,0.0
Buhler Limited,2025,"If yes, please provide your contact information",float64,ALL NULL,0,100.0
Buhler Limited,2025,sleep_numeric,float64,7.0,2,0.0
Compassion International Kenya,2025,Respondent ID,float64,114907692509.0,24,0.0
Compassion International Kenya,2025,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you.",object,I Agree (Continue with Survey),1,0.0
Compassion International Kenya,2025,Please select your gender,object,Female,2,0.0
Compassion International Kenya,2025,Kindly select your age group,object,31-35 years,6,0.0
Compassion International Kenya,2025,Please select your respective functional unit from the dropdown below,object,Global Program - Program Support,7,0.0
Compassion International Kenya,2025,Please select your categorization of work locations,object,Hybrid,3,0.0
Compassion International Kenya,2025,"Rank of wellness activity preference/participation(1 least 10 highest) - Rank the below wellness activities in order of your preference and participation in the year 2024 (1 being the lowest, while 10 being the highest score)",float64,1.0,8,25.0
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - ZUMBA,float64,8.0,7,33.3
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - SWIMMING,float64,4.0,8,29.2
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - HIKING,float64,1.0,8,25.0
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - CYCLING,float64,1.0,7,33.3
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - RUNNING,float64,1.0,8,25.0
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - FOOTBALL,float64,1.0,7,29.2
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - MEN’ S CAVE,float64,1.0,6,29.2
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - LADIES CLUB,float64,1.0,4,41.7
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - BOOK CLUB,float64,1.0,9,33.3
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - DIET/NUTRITION PROGRAMS,float64,7.0,9,16.7
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - STAIRCASE/STEP CHALLENGE,float64,10.0,6,20.8
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - QUIZ DAYS,float64,1.0,6,29.2
Compassion International Kenya,2025,Rank of wellness activity preference/participation(1 least 10 highest) - Other (please specify),object,Walking,4,75.0
Compassion International Kenya,2025,Which of the above would you like to join as a champion or a committee member?,object,GYM/AEROBICS,1,75.0
Compassion International Kenya,2025,Would Like to join as Champion/Committee member - ZUMBA,object,ZUMBA,1,95.8
Compassion International Kenya,2025,Would Like to join as Champion/Committee member - SWIMMING,object,SWIMMING,1,70.8
Compassion International Kenya,2025,Would Like to join as Champion/Committee member - HIKING,object,HIKING,1,83.3
Compassion International Kenya,2025,Would Like to join as Champion/Committee member - CYCLING,object,CYCLING,1,83.3
Compassion International Kenya,2025,Would Like to join as Champion/Committee member - RUNNING,object,RUNNING,1,95.8
Compassion International Kenya,2025,Would Like to join as Champion/Committee member - FOOTBALL,object,FOOTBALL,1,83.3
Compassion International Kenya,2025,Would Like to join as Champion/Committee member - MEN'S CAVE,object,MEN'S CAVE,1,70.8
Compassion International Kenya,2025,Would Like to join as Champion/Committee member - LADIES CLUB,object,LADIES CLUB,1,95.8
Compassion International Kenya,2025,Would Like to join as Champion/Committee member - BOOK CLUB,object,BOOK CLUB,1,79.2
Compassion International Kenya,2025,Would Like to join as Champion/Committee member - DIET/NUTRITION PROGRAMS,object,DIET/NUTRITION PROGRAMS,1,70.8
Compassion International Kenya,2025,Would Like to join as Champion/Committee member - STAIRCASE/STEP CHALLENGE,object,STAIRCASE/STEP CHALLENGE,1,83.3
Compassion International Kenya,2025,Would Like to join as Champion/Committee member - QUIZ DAYS,object,QUIZ DAYS,1,91.7
Compassion International Kenya,2025,"Please reflect on the Mental wellness-related issues listed below and tick the areas you would like us to address in our regular wellness sessions (where applicable, tick more than one option).",object,Personal issues,1,54.2
Compassion International Kenya,2025,Mental Wellness Issues Would Like Addressed - Work/job-related stressors,object,Work/job-related stressors,1,37.5
Compassion International Kenya,2025,Mental Wellness Issues Would Like Addressed - Building Healthy families,object,Building Healthy families,1,41.7
Compassion International Kenya,2025,Mental Wellness Issues Would Like Addressed - Emotional Wellbeing,object,Emotional Wellbeing,1,41.7
Compassion International Kenya,2025,Mental Wellness Issues Would Like Addressed - Financial Wellbeing,object,Financial Wellbeing,1,29.2
Compassion International Kenya,2025,"Mental Wellness Issues Would Like Addressed - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)",object,Overcoming Trauma (Coping mechanisms after a traum,1,54.2
Compassion International Kenya,2025,Mental Wellness Issues Would Like Addressed - Substance and Drug Dependence,object,Substance and Drug Dependence,1,87.5
Compassion International Kenya,2025,Mental Wellness Issues Would Like Addressed - Healthy Relationships,object,Healthy Relationships,1,41.7
Compassion International Kenya,2025,Mental Wellness Issues Would Like Addressed - Unresolved Childhood Difficulties,object,Unresolved Childhood Difficulties,1,66.7
Compassion International Kenya,2025,Mental Wellness Issues Would Like Addressed - Anxiety and Depression,object,Anxiety and Depression,1,50.0
Compassion International Kenya,2025,Mental Wellness Issues Would Like Addressed - Work-life balance,object,Work-life balance,1,25.0
Compassion International Kenya,2025,Mental Wellness Issues Would Like Addressed - Lifestyle diseases management,object,Lifestyle diseases management,1,50.0
Compassion International Kenya,2025,Mental Wellness Issues Would Like Addressed - Effective Parenting skills (Managing children and teenagers),object,Effective Parenting skills (Managing children and ,1,54.2
Compassion International Kenya,2025,Mental Wellness Issues Would Like Addressed - Other (please specify),float64,ALL NULL,0,100.0
Compassion International Kenya,2025,Which of the following training programs would you like to attend?,object,Wellness coordinators/ Ambassador for Change,1,50.0
Compassion International Kenya,2025,Training Programs Would Like To Attend - Mental Health Peer counsellor,object,Mental Health Peer counsellor,1,54.2
Compassion International Kenya,2025,Training Programs Would Like To Attend - Baby minder trainings (training for your nannies),object,Baby minder trainings (training for your nannies),1,83.3
Compassion International Kenya,2025,Training Programs Would Like To Attend - Youth/Peer mentorship program (Training for your adolescent son/daughter),object,Youth/Peer mentorship program (Training for your a,1,62.5
Compassion International Kenya,2025,Training Programs Would Like To Attend - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples),object,Family Health program- relationships/ Marriage iss,1,33.3
Compassion International Kenya,2025,Training Programs Would Like To Attend - Other (please specify),float64,ALL NULL,0,100.0
Compassion International Kenya,2025,Which of the health and wellbeing clubs below would you be interested to join?,object,Thrive club (Those living positively with a life’s,1,83.3
Compassion International Kenya,2025,Soul food (Overcomers of a challenging or difficult situation in life; from grass to grace),object,Soul food (Overcomers of a challenging or difficul,1,66.7
Compassion International Kenya,2025,"Wellbeing Clubs Would Like To Join - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)",object,Nurture Club (Those supporting young people throug,1,45.8
Compassion International Kenya,2025,"Wellbeing Clubs Would Like To Join - Health club (Those interested in healthy living aspects; healthy eating, exercising, health promotion etc.)",object,Health club (Those interested in healthy living as,1,37.5
Compassion International Kenya,2025,Wellbeing Clubs Would Like To Join - Other (please specify),object,Spiritual wellbeing,1,95.8
Compassion International Kenya,2025,What is the most important thing for you when it comes to well-being?,object,Peace of mind,17,25.0
Compassion International Kenya,2025,Are you enrolled in any wellbeing program or initiative?,object,No,2,12.5
Compassion International Kenya,2025,"If yes, kindly state",object,Running club,7,70.8
Compassion International Kenya,2025,Have you had any annual wellness checkups this year?,object,No,2,12.5
Elite Travel Services,2025,Respondent ID,float64,118954005932.0,30,0.0
Elite Travel Services,2025,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you.",object,I Agree (Continue with Survey),1,0.0
Elite Travel Services,2025,Please select your gender,object,Female,2,0.0
Elite Travel Services,2025,Kindly select your age group,object,41-45 years,7,0.0
Elite Travel Services,2025,Please select your respective functional unit from the dropdown below,object,Marketing Department,8,0.0
Elite Travel Services,2025,"Rank the below proposed wellness activities in order of your preference and participation in the year 2025 (1 being the lowest, while 10 being the highest score)",float64,8.0,8,23.3
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - ZUMBA,float64,10.0,9,40.0
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - SWIMMING,float64,4.0,8,30.0
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - HIKING,float64,4.0,9,33.3
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - CYCLING,float64,5.0,6,40.0
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - RUNNING,float64,4.0,9,33.3
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - FOOTBALL,float64,2.0,6,40.0
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - MEN’ S CAVE,float64,1.0,2,50.0
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - LADIES CLUB,float64,2.0,6,46.7
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - BOOK CLUB,float64,1.0,6,46.7
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - DIET/NUTRITION PROGRAMS,float64,7.0,9,30.0
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - STAIRCASE/STEP CHALLENGE,float64,10.0,8,30.0
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - QUIZ DAYS,float64,6.0,8,40.0
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - MEDITATION/YOGA/MUSIC,float64,10.0,6,33.3
Elite Travel Services,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - Other (please specify),object,WALKING,3,90.0
Elite Travel Services,2025,Which of the above would you like to join as a champion or a committee member?,object,GYM/AEROBICS,1,73.3
Elite Travel Services,2025,Would like to join as Champion or Committee member - ZUMBA,object,ZUMBA,1,90.0
Elite Travel Services,2025,Would like to join as Champion or Committee member - SWIMMING,object,SWIMMING,1,80.0
Elite Travel Services,2025,Would like to join as Champion or Committee member - HIKING,object,HIKING,1,80.0
Elite Travel Services,2025,Would like to join as Champion or Committee member - CYCLING,object,CYCLING,1,76.7
Elite Travel Services,2025,Would like to join as Champion or Committee member - RUNNING,object,RUNNING,1,90.0
Elite Travel Services,2025,Would like to join as Champion or Committee member - FOOTBALL,object,FOOTBALL,1,90.0
Elite Travel Services,2025,Would like to join as Champion or Committee member - MEN'S CAVE,float64,ALL NULL,0,100.0
Elite Travel Services,2025,Would like to join as Champion or Committee member - LADIES CLUB,object,LADIES CLUB,1,90.0
Elite Travel Services,2025,Would like to join as Champion or Committee member - BOOK CLUB,object,BOOK CLUB,1,93.3
Elite Travel Services,2025,Would like to join as Champion or Committee member - DIET/NUTRITION PROGRAMS,object,DIET/NUTRITION PROGRAMS,1,66.7
Elite Travel Services,2025,Would like to join as Champion or Committee member - STAIRCASE/STEP CHALLENGE,object,STAIRCASE/STEP CHALLENGE,1,96.7
Elite Travel Services,2025,Would like to join as Champion or Committee member - QUIZ DAYS,object,QUIZ DAYS,1,90.0
Elite Travel Services,2025,Would like to join as Champion or Committee member - MEDITATION/YOGA/MUSIC,object,MEDITATION/YOGA/MUSIC,1,86.7
Elite Travel Services,2025,"Please reflect on the Mental wellness-related issues listed below and tick the areas you would like us to address in our regular wellness sessions (where applicable, tick more than one option).",object,Personal issues,1,76.7
Elite Travel Services,2025,Mental Wellness Issues Would Like Addressed - Work/job-related stressors,object,Work/job-related stressors,1,36.7
Elite Travel Services,2025,Mental Wellness Issues Would Like Addressed - Building Healthy families,object,Building Healthy families,1,73.3
Elite Travel Services,2025,Mental Wellness Issues Would Like Addressed - Emotional Wellbeing,object,Emotional Wellbeing,1,50.0
Elite Travel Services,2025,Mental Wellness Issues Would Like Addressed - Financial Wellbeing,object,Financial Wellbeing,1,63.3
Elite Travel Services,2025,"Mental Wellness Issues Would Like Addressed - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)",object,Overcoming Trauma (Coping mechanisms after a traum,1,60.0
Elite Travel Services,2025,Mental Wellness Issues Would Like Addressed - Substance and Drug Dependence,object,Substance and Drug Dependence,1,93.3
Elite Travel Services,2025,Mental Wellness Issues Would Like Addressed - Healthy Relationships,object,Healthy Relationships,1,73.3
Elite Travel Services,2025,Mental Wellness Issues Would Like Addressed - Unresolved Childhood Difficulties,object,Unresolved Childhood Difficulties,1,90.0
Elite Travel Services,2025,Mental Wellness Issues Would Like Addressed - Anxiety and Depression,object,Anxiety and Depression,1,63.3
Elite Travel Services,2025,Mental Wellness Issues Would Like Addressed - Work-life balance,object,Work-life balance,1,30.0
Elite Travel Services,2025,Mental Wellness Issues Would Like Addressed - Lifestyle diseases management,object,Lifestyle diseases management,1,56.7
Elite Travel Services,2025,Mental Wellness Issues Would Like Addressed - Effective Parenting skills (Managing children and teenagers),object,Effective Parenting skills (Managing children and ,1,60.0
Elite Travel Services,2025,Mental Wellness Issues Would Like Addressed - Other (please specify),float64,ALL NULL,0,100.0
Elite Travel Services,2025,Which of the following training programs would you like to attend?,object,Wellness coordinators/ Ambassador for Change,1,53.3
Elite Travel Services,2025,Training Programs Would Like To Attend - Mental Health Peer counsellor,object,Mental Health Peer counsellor,1,50.0
Elite Travel Services,2025,Training Programs Would Like To Attend - Baby minder trainings (training for your nannies),object,Baby minder trainings (training for your nannies),1,86.7
Elite Travel Services,2025,Training Programs Would Like To Attend - Youth/Peer mentorship program (Training for your adolescent son/daughter),object,Youth/Peer mentorship program (Training for your a,1,73.3
Elite Travel Services,2025,Training Programs Would Like To Attend - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples),object,Family Health program- relationships/ Marriage iss,1,66.7
Elite Travel Services,2025,Training Programs Would Like To Attend - Other (please specify),float64,ALL NULL,0,100.0
Elite Travel Services,2025,Which of the health and wellbeing clubs below would you be interested to join?,object,Thrive club (Those living positively with a life’s,1,86.7
Elite Travel Services,2025,Wellbeing Clubs Interested To Join - Soul food (Overcomers of a challenging or difficult situation in life; from grass to grace),object,Soul food (Overcomers of a challenging or difficul,1,76.7
Elite Travel Services,2025,"Wellbeing Clubs Interested To Join - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)",object,Nurture Club (Those supporting young people throug,1,53.3
Elite Travel Services,2025,"Wellbeing Clubs Interested To Join - Health club (Those interested in healthy living aspects; healthy eating, exercising, health promotion etc.)",object,Health club (Those interested in healthy living as,1,23.3
Elite Travel Services,2025,Wellbeing Clubs Interested To Join - Other (please specify),float64,ALL NULL,0,100.0
Hass Petroleum,2025,Respondent ID,float64,114906357053.0,83,0.0
Hass Petroleum,2025,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you.",object,I Agree (Continue with Survey),1,0.0
Hass Petroleum,2025,Please select your gender,object,Male,2,0.0
Hass Petroleum,2025,Kindly select your age group,object,31-35 years,8,0.0
Hass Petroleum,2025,Please select your respective functional unit from the dropdown below,object,Retail,14,0.0
Hass Petroleum,2025,"Rank the below proposed wellness activities in order of your preference and participation in the year 2025 (1 being the lowest, while 10 being the highest score)",float64,10.0,10,28.9
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - ZUMBA,float64,1.0,9,36.1
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - SWIMMING,float64,1.0,10,32.5
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - HIKING,float64,1.0,10,31.3
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - CYCLING,float64,1.0,10,37.3
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - RUNNING,float64,8.0,10,38.6
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - FOOTBALL,float64,8.0,8,36.1
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - MEN’ S CAVE,float64,1.0,10,42.2
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - LADIES CLUB,float64,1.0,9,39.8
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - BOOK CLUB,float64,1.0,10,39.8
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - DIET/NUTRITION PROGRAMS,float64,10.0,10,34.9
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - STAIRCASE/STEP CHALLENGE,float64,7.0,10,34.9
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - QUIZ DAYS,float64,8.0,10,37.3
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - MEDITATION/YOGA/MUSIC,float64,9.0,9,36.1
Hass Petroleum,2025,Ranking Wellness Activity proposed in order of preference/participation 2025(1 least 10 highest) - Other (please specify),object,GAME DRIVE,4,95.2
Hass Petroleum,2025,Which of the above would you like to join as a champion or a committee member?,object,GYM/AEROBICS,1,68.7
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - ZUMBA,object,ZUMBA,1,90.4
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - SWIMMING,object,SWIMMING,1,84.3
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - HIKING,object,HIKING,1,75.9
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - CYCLING,object,CYCLING,1,86.7
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - RUNNING,object,RUNNING,1,90.4
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - FOOTBALL,object,FOOTBALL,1,69.9
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - MEN'S CAVE,object,MEN'S CAVE,1,94.0
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - LADIES CLUB,object,LADIES CLUB,1,88.0
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - BOOK CLUB,object,BOOK CLUB,1,79.5
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - DIET/NUTRITION PROGRAMS,object,DIET/NUTRITION PROGRAMS,1,77.1
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - STAIRCASE/STEP CHALLENGE,object,STAIRCASE/STEP CHALLENGE,1,81.9
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - QUIZ DAYS,object,QUIZ DAYS,1,92.8
Hass Petroleum,2025,Wellness Activity Would Like To Join As Champion or Committee Member - MEDITATION/YOGA/MUSIC,object,MEDITATION/YOGA/MUSIC,1,86.7
Hass Petroleum,2025,"Please reflect on the Mental wellness-related issues listed below and tick the areas you would like us to address in our regular wellness sessions (where applicable, tick more than one option).",object,Personal issues,1,79.5
Hass Petroleum,2025,Mental Wellness Issues to Address - Work/job-related stressors,object,Work/job-related stressors,1,51.8
Hass Petroleum,2025,Mental Wellness Issues to Address - Building Healthy families,object,Building Healthy families,1,81.9
Hass Petroleum,2025,Mental Wellness Issues to Address - Emotional Wellbeing,object,Emotional Wellbeing,1,67.5
Hass Petroleum,2025,Mental Wellness Issues to Address - Financial Wellbeing,object,Financial Wellbeing,1,48.2
Hass Petroleum,2025,"Mental Wellness Issues to Address - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)",object,Overcoming Trauma (Coping mechanisms after a traum,1,88.0
Hass Petroleum,2025,Mental Wellness Issues to Address - Substance and Drug Dependence,object,Substance and Drug Dependence,1,90.4
Hass Petroleum,2025,Mental Wellness Issues to Address - Healthy Relationships,object,Healthy Relationships,1,72.3
Hass Petroleum,2025,Mental Wellness Issues to Address - Unresolved Childhood Difficulties,object,Unresolved Childhood Difficulties,1,90.4
Hass Petroleum,2025,Mental Wellness Issues to Address - Anxiety and Depression,object,Anxiety and Depression,1,78.3
Hass Petroleum,2025,Mental Wellness Issues to Address - Work-life balance,object,Work-life balance,1,42.2
Hass Petroleum,2025,Mental Wellness Issues to Address - Lifestyle diseases management,object,Lifestyle diseases management,1,79.5
Hass Petroleum,2025,Mental Wellness Issues to Address - Effective Parenting skills (Managing children and teenagers),object,Effective Parenting skills (Managing children and ,1,85.5
Hass Petroleum,2025,Mental Wellness Issues to Address - Other (please specify),float64,ALL NULL,0,100.0
Hass Petroleum,2025,Which of the following training programs would you like to attend?,object,Wellness coordinators/ Ambassador for Change,1,50.6
Hass Petroleum,2025,Training Programs Interested Attending - Mental Health Peer counsellor,object,Mental Health Peer counsellor,1,69.9
Hass Petroleum,2025,Training Programs Interested Attending - Baby minder trainings (training for your nannies),object,Baby minder trainings (training for your nannies),1,95.2
Hass Petroleum,2025,Training Programs Interested Attending - Youth/Peer mentorship program (Training for your adolescent son/daughter),object,Youth/Peer mentorship program (Training for your a,1,80.7
Hass Petroleum,2025,Training Programs Interested Attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples),object,Family Health program- relationships/ Marriage iss,1,71.1
Hass Petroleum,2025,Training Programs Interested Attending - Other (please specify),object,Personal Finance,2,97.6
Hass Petroleum,2025,Which of the health and wellbeing clubs below would you be interested to join?,object,Thrive club (Those living positively with a life’s,1,90.4
Hass Petroleum,2025,Health & Wellbeing Clubs Interested Joining - Soul food (Overcomers of a challenging or difficult situation in life; from grass to grace),object,Soul food (Overcomers of a challenging or difficul,1,80.7
