Client,Year,Column_Name,Data_Type,Sample_Value,Unique_Values_Count,Null_Percentage
Hotpoint,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - QUIZ DAYS,float64,6.0,10,44.8
Hotpoint,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - Other (please specify),object,"Art and craft, walking",3,97.9
Hotpoint,2024,Which of the above would you like to join as a champion or a committee member?,object,GYM/AEROBICS,1,72.0
Hotpoint,2024,Champion/Committee Interested joining - ZUMBA,object,ZUMBA,1,89.5
Hotpoint,2024,Champion/Committee Interested joining - SWIMMING,object,SWIMMING,1,83.2
Hotpoint,2024,Champion/Committee Interested joining - HIKING,object,HIKING,1,86.0
Hotpoint,2024,Champion/Committee Interested joining - CYCLING,object,CYCLING,1,81.1
Hotpoint,2024,Champion/Committee Interested joining - RUNNING,object,RUNNING,1,89.5
Hotpoint,2024,Champion/Committee Interested joining - FOOTBALL,object,FOOTBALL,1,83.2
Hotpoint,2024,Champion/Committee Interested joining - MEN'S CAVE,object,MEN'S CAVE,1,95.1
Hotpoint,2024,Champion/Committee Interested joining - LADIES CLUB,object,LADIES CLUB,1,90.9
Hotpoint,2024,Champion/Committee Interested joining - BOOK CLUB,object,BOOK CLUB,1,88.1
Hotpoint,2024,Champion/Committee Interested joining - DIET/NUTRITION PROGRAMS,object,DIET/NUTRITION PROGRAMS,1,81.8
Hotpoint,2024,Champion/Committee Interested joining - STAIRCASE/STEP CHALLENGE,object,STAIRCASE/STEP CHALLENGE,1,91.6
Hotpoint,2024,Champion/Committee Interested joining - MEDITATION/YOGA/MUSIC,object,MEDITATION/YOGA/MUSIC,1,84.6
Hotpoint,2024,Champion/Committee Interested joining - QUIZ DAYS,object,QUIZ DAYS,1,93.0
Hotpoint,2024,Please reflect on the Mental wellness-related issues listed below and tick the areas you would  like us to address in our regular wellness sessions (tick more than one option).,object,Personal issues,1,74.1
Hotpoint,2024,Mental Wellness Issue would like addressed - Work/job-related stressors,object,Work/job-related stressors,1,60.1
Hotpoint,2024,Mental Wellness Issue would like addressed - Building Healthy families,object,Building Healthy families,1,76.9
Hotpoint,2024,Mental Wellness Issue would like addressed - Emotional Wellbeing,object,Emotional Wellbeing,1,65.0
Hotpoint,2024,Mental Wellness Issue would like addressed - Financial Wellbeing,object,Financial Wellbeing,1,50.3
Hotpoint,2024,"Mental Wellness Issue would like addressed - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)",object,Overcoming Trauma (Coping mechanisms after a traum,1,84.6
Hotpoint,2024,Mental Wellness Issue would like addressed - Substance and Drug Dependence,object,Substance and Drug Dependence,1,92.3
Hotpoint,2024,Mental Wellness Issue would like addressed - Healthy Relationships,object,Healthy Relationships,1,77.6
Hotpoint,2024,Mental Wellness Issue would like addressed - Unresolved Childhood Difficulties,object,Unresolved Childhood Difficulties,1,88.8
Hotpoint,2024,Mental Wellness Issue would like addressed - Anxiety and Depression,object,Anxiety and Depression,1,75.5
Hotpoint,2024,Mental Wellness Issue would like addressed - Work-life balance,object,Work-life balance,1,57.3
Hotpoint,2024,Mental Wellness Issue would like addressed - Lifestyle diseases management,object,Lifestyle diseases management,1,79.0
Hotpoint,2024,Mental Wellness Issue would like addressed - Effective Parenting skills (Managing children and teenagers),object,Effective Parenting skills (Managing children and ,1,80.4
Hotpoint,2024,Mental Wellness Issue would like addressed - Other (please specify),object,NO,2,98.6
Hotpoint,2024,Which of the following training programs would you like to attend?,object,Wellness coordinators/ Ambassador for Change,1,58.0
Hotpoint,2024,Training Program Interested Attending - Mental Health Peer counsellor,object,Mental Health Peer counsellor,1,67.1
Hotpoint,2024,Training Program Interested Attending - Baby minder trainings (training for your nannies),object,Baby minder trainings (training for your nannies),1,95.8
Hotpoint,2024,Training Program Interested Attending - Youth/Peer mentorship program (Training for your adolescent son/daughter),object,Youth/Peer mentorship program (Training for your a,1,87.4
Hotpoint,2024,Training Program Interested Attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples),object,Family Health program- relationships/ Marriage iss,1,66.4
Hotpoint,2024,Training Program Interested Attending - Other (please specify),float64,ALL NULL,0,100.0
Hotpoint,2024,Which of the health and wellbeing clubs below would you be interested to join?,object,Thrive club (Those living positively with a life’s,1,95.8
Hotpoint,2024,Health & Wellbeing Club Interest - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace),object,Soul food (overcomers of a challenging or difficul,1,81.1
Hotpoint,2024,"Health & Wellbeing Club Interest - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)",object,Nurture Club (Those supporting young people throug,1,68.5
Hotpoint,2024,"Health & Wellbeing Club Interest - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)",object,Health club (Those interested in healthy living as,1,49.7
Hotpoint,2024,Health & Wellbeing Club Interest - Other (please specify),object,NO,1,99.3
UNFCU,2024,Respondent ID,float64,118540096463.0,32,0.0
UNFCU,2024,Please select your gender,object,Male,2,0.0
UNFCU,2024,Kindly select your age group,object,46-50 years,6,0.0
UNFCU,2024,Please select your respective functional unit from the dropdown below.,object,Marketing,5,0.0
UNFCU,2024,"Rank the below wellness activities in order of your preference and participation in the year 2024 (1 being the lowest, while 10 being the highest score)",float64,6.0,9,12.5
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - ZUMBA,float64,4.0,10,18.8
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - SWIMMING,float64,5.0,8,18.8
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - HIKING,float64,1.0,9,15.6
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - CYCLING,float64,8.0,9,15.6
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - RUNNING,float64,10.0,9,18.8
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - FOOTBALL,float64,5.0,9,21.9
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEN’ S CAVE,float64,9.0,6,28.1
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - LADIES CLUB,float64,5.0,8,31.2
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - BOOK CLUB,float64,2.0,9,28.1
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - DIET/NUTRITION PROGRAMS,float64,9.0,8,15.6
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - STAIRCASE/STEP CHALLENGE,float64,7.0,10,15.6
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEDITATION/YOGA/MUSIC,float64,5.0,7,15.6
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - QUIZ DAYS,float64,5.0,9,18.8
UNFCU,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - Other (please specify),float64,ALL NULL,0,100.0
UNFCU,2024,Which of the above would you like to join as a champion or a committee member?,object,GYM/AEROBICS,1,71.9
UNFCU,2024,Champion/Committee Interested Joining - ZUMBA,object,ZUMBA,1,84.4
UNFCU,2024,Champion/Committee Interested Joining - SWIMMING,object,SWIMMING,1,81.2
UNFCU,2024,Champion/Committee Interested Joining - HIKING,object,HIKING,1,84.4
UNFCU,2024,Champion/Committee Interested Joining - CYCLING,object,CYCLING,1,78.1
UNFCU,2024,Champion/Committee Interested Joining - RUNNING,object,RUNNING,1,93.8
UNFCU,2024,Champion/Committee Interested Joining - FOOTBALL,object,FOOTBALL,1,90.6
UNFCU,2024,Champion/Committee Interested Joining - MEN'S CAVE,object,MEN'S CAVE,1,84.4
UNFCU,2024,Champion/Committee Interested Joining - LADIES CLUB,object,LADIES CLUB,1,81.2
UNFCU,2024,Champion/Committee Interested Joining - BOOK CLUB,object,BOOK CLUB,1,75.0
UNFCU,2024,Champion/Committee Interested Joining - DIET/NUTRITION PROGRAMS,object,DIET/NUTRITION PROGRAMS,1,81.2
UNFCU,2024,Champion/Committee Interested Joining - STAIRCASE/STEP CHALLENGE,object,STAIRCASE/STEP CHALLENGE,1,90.6
UNFCU,2024,Champion/Committee Interested Joining - MEDITATION/YOGA/MUSIC,object,MEDITATION/YOGA/MUSIC,1,78.1
UNFCU,2024,Champion/Committee Interested Joining - QUIZ DAYS,object,QUIZ DAYS,1,84.4
UNFCU,2024,Please reflect on the Mental wellness-related issues listed below and tick the areas you would  like us to address in our regular wellness sessions (tick more than one option).,object,Personal issues,1,62.5
UNFCU,2024,Mental Wellness Issue requestes to address - Work/job-related stressors,object,Work/job-related stressors,1,53.1
UNFCU,2024,Mental Wellness Issue requestes to address - Building Healthy families,object,Building Healthy families,1,56.2
UNFCU,2024,Mental Wellness Issue requestes to address - Emotional Wellbeing,object,Emotional Wellbeing,1,28.1
UNFCU,2024,Mental Wellness Issue requestes to address - Financial Wellbeing,object,Financial Wellbeing,1,37.5
UNFCU,2024,"Mental Wellness Issue requestes to address - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)",object,Overcoming Trauma (Coping mechanisms after a traum,1,68.8
UNFCU,2024,Mental Wellness Issue requestes to address - Substance and Drug Dependence,object,Substance and Drug Dependence,1,75.0
UNFCU,2024,Mental Wellness Issue requestes to address - Healthy Relationships,object,Healthy Relationships,1,50.0
UNFCU,2024,Mental Wellness Issue requestes to address - Unresolved Childhood Difficulties,object,Unresolved Childhood Difficulties,1,65.6
UNFCU,2024,Mental Wellness Issue requestes to address - Anxiety and Depression,object,Anxiety and Depression,1,56.2
UNFCU,2024,Mental Wellness Issue requestes to address - Work-life balance,object,Work-life balance,1,50.0
UNFCU,2024,Mental Wellness Issue requestes to address - Lifestyle diseases management,object,Lifestyle diseases management,1,62.5
UNFCU,2024,Mental Wellness Issue requestes to address - Effective Parenting skills (Managing children and teenagers),object,Effective Parenting skills (Managing children and ,1,53.1
UNFCU,2024,Mental Wellness Issue requestes to address - Other (please specify),object,Managing and relating with adult children,1,96.9
UNFCU,2024,Which of the following training programs would you like to attend?,object,Wellness coordinators/ Ambassador for Change,1,40.6
UNFCU,2024,Training Program Interested Attending - Mental Health Peer counsellor,object,Mental Health Peer counsellor,1,62.5
UNFCU,2024,Training Program Interested Attending - Baby minder trainings (training for your nannies),object,Baby minder trainings (training for your nannies),1,81.2
UNFCU,2024,Training Program Interested Attending - Youth/Peer mentorship program (Training for your adolescent son/daughter),object,Youth/Peer mentorship program (Training for your a,1,75.0
UNFCU,2024,Training Program Interested Attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples),object,Family Health program- relationships/ Marriage iss,1,56.2
UNFCU,2024,Training Program Interested Attending - Other (please specify),float64,ALL NULL,0,100.0
UNFCU,2024,Which of the health and wellbeing clubs below would you be interested to join?,object,Thrive club (Those living positively with a life’s,1,87.5
UNFCU,2024,Health & Wellbeing Club Interested Joining - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace),object,Soul food (overcomers of a challenging or difficul,1,71.9
UNFCU,2024,"Health & Wellbeing Club Interested Joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)",object,Nurture Club (Those supporting young people throug,1,56.2
UNFCU,2024,"Health & Wellbeing Club Interested Joining - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)",object,Health club (Those interested in healthy living as,1,31.2
UNFCU,2024,Health & Wellbeing Club Interested Joining - Other (please specify),object,Financial well being club,1,96.9
Water.Org,2024,Respondent ID,float64,118591668450.0,14,0.0
Water.Org,2024,Please select your gender,object,Female,2,0.0
Water.Org,2024,Kindly select your age group,object,41-45 years,7,0.0
Water.Org,2024,Please indicate your department.,object,Not Selected,13,0.0
Water.Org,2024,"Rank the below wellness activities in order of your preference and participation in the year 2024 (1 being the lowest, while 10 being the highest score)",float64,10.0,4,14.3
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - ZUMBA,float64,8.0,6,21.4
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - SWIMMING,float64,10.0,7,7.1
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - HIKING,float64,7.0,7,14.3
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - CYCLING,float64,9.0,7,14.3
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - RUNNING,float64,6.0,8,14.3
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - FOOTBALL,float64,5.0,5,14.3
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEN’ S CAVE,float64,3.0,4,28.6
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - LADIES CLUB,float64,9.0,5,21.4
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - BOOK CLUB,float64,9.0,6,21.4
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - DIET/NUTRITION PROGRAMS,float64,10.0,7,14.3
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - STAIRCASE/STEP CHALLENGE,float64,10.0,7,14.3
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEDITATION/YOGA/MUSIC,float64,10.0,6,7.1
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - QUIZ DAYS,float64,5.0,4,14.3
Water.Org,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - Other (please specify),object,"boxing, pilates",4,71.4
Water.Org,2024,Which of the above would you like to join as a champion or a committee member?,object,GYM/AEROBICS,1,57.1
Water.Org,2024,Champion/committee interested joining - ZUMBA,object,ZUMBA,1,78.6
Water.Org,2024,Champion/committee interested joining - SWIMMING,object,SWIMMING,1,78.6
Water.Org,2024,Champion/committee interested joining - HIKING,object,HIKING,1,92.9
Water.Org,2024,Champion/committee interested joining - CYCLING,float64,ALL NULL,0,100.0
Water.Org,2024,Champion/committee interested joining - RUNNING,object,RUNNING,1,64.3
Water.Org,2024,Champion/committee interested joining - FOOTBALL,object,FOOTBALL,1,92.9
Water.Org,2024,Champion/committee interested joining - MEN'S CAVE,object,MEN'S CAVE,1,92.9
Water.Org,2024,Champion/committee interested joining - LADIES CLUB,object,LADIES CLUB,1,78.6
Water.Org,2024,Champion/committee interested joining - BOOK CLUB,object,BOOK CLUB,1,71.4
Water.Org,2024,Champion/committee interested joining - DIET/NUTRITION PROGRAMS,object,DIET/NUTRITION PROGRAMS,1,57.1
Water.Org,2024,Champion/committee interested joining - STAIRCASE/STEP CHALLENGE,object,STAIRCASE/STEP CHALLENGE,1,85.7
Water.Org,2024,Champion/committee interested joining - MEDITATION/YOGA/MUSIC,object,MEDITATION/YOGA/MUSIC,1,71.4
Water.Org,2024,Champion/committee interested joining - QUIZ DAYS,object,QUIZ DAYS,1,85.7
Water.Org,2024,Please reflect on the Mental wellness-related issues listed below and tick the areas you would like us to address in our regular wellness sessions (tick more than one option).,object,Personal issues,1,71.4
Water.Org,2024,Mental wellness issue would like addressed - Work/job-related stressors,object,Work/job-related stressors,1,50.0
Water.Org,2024,Mental wellness issue would like addressed - Building Healthy families,object,Building Healthy families,1,57.1
Water.Org,2024,Mental wellness issue would like addressed - Emotional Wellbeing,object,Emotional Wellbeing,1,35.7
Water.Org,2024,Mental wellness issue would like addressed - Financial Wellbeing,object,Financial Wellbeing,1,21.4
Water.Org,2024,"Mental wellness issue would like addressed - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)",object,Overcoming Trauma (Coping mechanisms after a traum,1,64.3
Water.Org,2024,Mental wellness issue would like addressed - Substance and Drug Dependence,object,Substance and Drug Dependence,1,92.9
Water.Org,2024,Mental wellness issue would like addressed - Healthy Relationships,object,Healthy Relationships,1,57.1
Water.Org,2024,Mental wellness issue would like addressed - Unresolved Childhood Difficulties,object,Unresolved Childhood Difficulties,1,71.4
Water.Org,2024,Mental wellness issue would like addressed - Anxiety and Depression,object,Anxiety and Depression,1,78.6
Water.Org,2024,Mental wellness issue would like addressed - Work-life balance,object,Work-life balance,1,28.6
Water.Org,2024,Mental wellness issue would like addressed - Lifestyle diseases management,object,Lifestyle diseases management,1,35.7
Water.Org,2024,Mental wellness issue would like addressed - Effective Parenting skills (Managing children and teenagers),object,Effective Parenting skills (Managing children and ,1,57.1
Water.Org,2024,Mental wellness issue would like addressed - Other (please specify),object,grief,1,92.9
Water.Org,2024,Which of the following training programs would you like to attend?,object,Wellness coordinators/ Ambassador for Change,1,42.9
Water.Org,2024,Training programs interested attending - Mental Health Peer counsellor,object,Mental Health Peer counsellor,1,71.4
Water.Org,2024,Training programs interested attending - Baby minder trainings (training for your nannies),object,Baby minder trainings (training for your nannies),1,78.6
Water.Org,2024,Training programs interested attending - Youth/Peer mentorship program (Training for your adolescent son/daughter),object,Youth/Peer mentorship program (Training for your a,1,64.3
Water.Org,2024,Training programs interested attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples),object,Family Health program- relationships/ Marriage iss,1,35.7
Water.Org,2024,Other (please specify),float64,ALL NULL,0,100.0
Water.Org,2024,Which of the health and wellbeing clubs below would you be interested to join?,object,Thrive club (Those living positively with a life’s,1,92.9
Water.Org,2024,Health & wellbeing club interested joining - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace),object,Soul food (overcomers of a challenging or difficul,1,78.6
Water.Org,2024,"Health & wellbeing club interested joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)",object,Nurture Club (Those supporting young people throug,1,42.9
Water.Org,2024,"Health & wellbeing club interested joining - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)",object,Health club (Those interested in healthy living as,1,14.3
Water.Org,2024,Health & wellbeing club interested joining - Other (please specify),float64,ALL NULL,0,100.0
Water.Org,2024,What’s your preferred gym?,object,"1. F45, 2. LVL24LIFE or  a 3. Hyatt Gym",13,7.1
Water.Org,2024,Please include physical address of the gym.,object,"lavington, westlands kilimani",13,7.1
WWF Kenya,2024,Respondent ID,float64,118536595606.0,35,0.0
WWF Kenya,2024,"By completing this survey, you are consenting to us storing and using your data to help us improve our services to you.",object,I Agree (Continue with Survey),1,0.0
WWF Kenya,2024,Please select your gender,object,Male,2,0.0
WWF Kenya,2024,Kindly select your age group,object,31-35 years,7,0.0
WWF Kenya,2024,Please select your respective functional unit from the dropdown below.,object,Planning and Performance,8,0.0
WWF Kenya,2024,"Rank the below wellness activities in order of your preference and participation in the year 2024 (1 being the lowest, while 10 being the highest score)",float64,2.0,9,22.9
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - ZUMBA,float64,5.0,8,34.3
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - SWIMMING,float64,3.0,9,25.7
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - HIKING,float64,3.0,9,34.3
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - CYCLING,float64,1.0,10,28.6
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - RUNNING,float64,1.0,9,31.4
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - FOOTBALL,float64,1.0,8,31.4
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEN’ S CAVE,float64,1.0,7,45.7
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - LADIES CLUB,float64,4.0,8,54.3
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - BOOK CLUB,float64,5.0,9,31.4
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - DIET/NUTRITION PROGRAMS,float64,5.0,9,34.3
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - STAIRCASE/STEP CHALLENGE,float64,5.0,9,37.1
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - MEDITATION/YOGA/MUSIC,float64,6.0,10,28.6
WWF Kenya,2024,Rank of wellness activities preference and participation (1 Least - 10 Highest) - QUIZ DAYS,float64,2.0,8,37.1
WWF Kenya,2024,Which of the above would you like to join as a champion or a committee member?,object,GYM/AEROBICS,1,71.4
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - ZUMBA,float64,ALL NULL,0,100.0
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - SWIMMING,object,SWIMMING,1,85.7
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - HIKING,object,HIKING,1,82.9
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - CYCLING,object,CYCLING,1,80.0
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - RUNNING,object,RUNNING,1,91.4
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - FOOTBALL,object,FOOTBALL,1,88.6
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - MEN'S CAVE,object,MEN'S CAVE,1,91.4
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - LADIES CLUB,object,LADIES CLUB,1,97.1
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - BOOK CLUB,object,BOOK CLUB,1,88.6
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - DIET/NUTRITION PROGRAMS,object,DIET/NUTRITION PROGRAMS,1,88.6
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - STAIRCASE/STEP CHALLENGE,object,STAIRCASE/STEP CHALLENGE,1,97.1
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - MEDITATION/YOGA/MUSIC,object,MEDITATION/YOGA/MUSIC,1,88.6
WWF Kenya,2024,Which wellness activities would you like to join as a champion/committee member - QUIZ DAYS,object,QUIZ DAYS,1,94.3
WWF Kenya,2024,Please reflect on the Mental wellness-related issues listed below and tick the areas you would  like us to address in our regular wellness sessions (tick more than one option).,object,Personal issues,1,74.3
WWF Kenya,2024,Mental wellness issues to address in sessions - Work/job-related stressors,object,Work/job-related stressors,1,48.6
WWF Kenya,2024,Mental wellness issues to address in sessions - Building Healthy families,object,Building Healthy families,1,77.1
WWF Kenya,2024,Mental wellness issues to address in sessions - Emotional Wellbeing,object,Emotional Wellbeing,1,51.4
WWF Kenya,2024,Mental wellness issues to address in sessions - Financial Wellbeing,object,Financial Wellbeing,1,51.4
WWF Kenya,2024,"Mental wellness issues to address in sessions - Overcoming Trauma (Coping mechanisms after a traumatic experience- Physical, emotional, Psychological etc.)",object,Overcoming Trauma (Coping mechanisms after a traum,1,77.1
WWF Kenya,2024,Mental wellness issues to address in sessions - Substance and Drug Dependence,object,Substance and Drug Dependence,1,91.4
WWF Kenya,2024,Mental wellness issues to address in sessions - Healthy Relationships,object,Healthy Relationships,1,65.7
WWF Kenya,2024,Mental wellness issues to address in sessions - Unresolved Childhood Difficulties,object,Unresolved Childhood Difficulties,1,88.6
WWF Kenya,2024,Mental wellness issues to address in sessions - Anxiety and Depression,object,Anxiety and Depression,1,65.7
WWF Kenya,2024,Mental wellness issues to address in sessions - Work-life balance,object,Work-life balance,1,45.7
WWF Kenya,2024,Mental wellness issues to address in sessions - Lifestyle diseases management,object,Lifestyle diseases management,1,68.6
WWF Kenya,2024,Mental wellness issues to address in sessions - Effective Parenting skills (Managing children and teenagers),object,Effective Parenting skills (Managing children and ,1,74.3
WWF Kenya,2024,Which of the following training programs would you like to attend?,object,Wellness coordinators/ Ambassador for Change,1,65.7
WWF Kenya,2024,Training programs Interested attending - Mental Health Peer counsellor,object,Mental Health Peer counsellor,1,65.7
WWF Kenya,2024,Training programs Interested attending - Baby minder trainings (training for your nannies),object,Baby minder trainings (training for your nannies),1,97.1
WWF Kenya,2024,Training programs Interested attending - Youth/Peer mentorship program (Training for your adolescent son/daughter),object,Youth/Peer mentorship program (Training for your a,1,71.4
WWF Kenya,2024,Training programs Interested attending - Family Health program- relationships/ Marriage issues/ Parenting (Training for couples),object,Family Health program- relationships/ Marriage iss,1,62.9
WWF Kenya,2024,Which of the health and wellbeing clubs below would you be interested to join?,object,Thrive club (Those living positively with a life’s,1,85.7
WWF Kenya,2024,Health & wellbeing clubs Interested joining - Soul food (overcomers of a challenging or difficult situation in life; from grass to grace),object,Soul food (overcomers of a challenging or difficul,1,85.7
WWF Kenya,2024,"Health & wellbeing clubs Interested joining - Nurture Club (Those supporting young people through mentorship, coaching, career progressions)",object,Nurture Club (Those supporting young people throug,1,68.6
WWF Kenya,2024,"Health & wellbeing clubs Interested joining - Health club (Those interested in healthy living aspects, healthy eating, exercising, health promotion etc.)",object,Health club (Those interested in healthy living as,1,37.1
ABSA,2025,Respondent_ID,object,118935184951,1104,0.0
ABSA,2025,Branch,object,Absa Headquarters (KE),104,0.0
ABSA,2025,Function,object,COO,100,0.0
ABSA,2025,Consent,object,Yes,1,0.0
ABSA,2025,Gender,object,Male,2,0.0
ABSA,2025,Age_Group,object,35-44,5,0.0
ABSA,2025,"Are you aware of the current EWP, including health and wellness initiatives offered by the organization?",object,No,2,0.0
ABSA,2025,Did you participate in the wellness caravan during the wellness month?,object,No,2,0.2
ABSA,2025,"If No to Question 10, please state your reason for not participating",object,I was on leave,237,62.8
ABSA,2025,"Reflecting on your experiences in 2025, which personal factors have affected your well-being? (Select all that apply.)",object,None of the above,1,59.1
ABSA,2025,Personal Factors Affecting Wellbeing - Career/Education,object,Not Selected,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Work Stressors,object,Not Selected,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Work-Life Imbalance,object,Not Selected,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Gen-Z Protests,object,Gen-Z protests,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Marital Issues,object,Marital issues,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Financial Challenges,object,Financial challenges,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Relationship Difficulties,object,Not Selected,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Parenting Challenges,object,Not Selected,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Anxiety/Depression,object,Not Selected,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Traumatic Experiences,object,Not Selected,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Loss & Grief,object,Not Selected,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Alcohol/Dependency,object,Not Selected,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Chronic Diseases,object,Not Selected,2,0.0
ABSA,2025,Personal Factors Affecting Wellbeing - Other,object,Not Selected,13,0.0
ABSA,2025,"During the year 2025, have you accessed the Employee Assistance Program counselling services?",object,No,2,1.6
ABSA,2025,"If No to Question 13, please state your reason for not participating",object,I was lost,204,50.7
ABSA,2025,"Based on the current economic developments, what financial empowerment programs would you like to be implemented in the EWP program?",object,Personal financial management,1,71.1
ABSA,2025,Financial Empowerment - Debt Management,object,Debt management,1,89.0
ABSA,2025,Financial Empowerment - Retirement Planning,object,Retirement planning,1,80.0
ABSA,2025,Financial Empowerment - Investment,object,Investment,1,63.1
ABSA,2025,Financial Empowerment - Financial Planning,object,Financial planning,1,78.0
ABSA,2025,Financial Empowerment - Other,object,Savings,14,69.8
ABSA,2025,Which areas of mental health and wellbeing would you propose to be included in the wellness program to address your needs?,object,Anxiety/depression,1,87.3
ABSA,2025,Mental Health/Wellbeing Focus - Lifestyle Diseases,object,Health and well-being including lifestyle diseases,1,84.0
ABSA,2025,Mental Health/Wellbeing Focus - Addiction/Stigma,object,Dealing with addiction and related stigma,1,95.3
ABSA,2025,Mental Health/Wellbeing Focus - Men/Women Forum,object,Men Cave/Women Forum,1,86.8
